Name,Status,Tenant,Site,Location,Rack,Role,Manufacturer,Type,IP Address,ID,Tenant Group,Platform,Serial number,Asset tag,Region,Site Group,Position (U),Rack face,Airflow,IPv4 Address,IPv6 Address,Cluster,Virtual chassis,VC Position,VC Priority,Description,Comments,Contacts,Tags,Created,Last updated,Zabbix,Librenms,DNS Entry,Syslog Server,Operating System,High Availability,Backup,Offsite Backup
R3-PC-C23-BA1-deviceID14,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3386,,,,,Holyoke,100 Bigelow Street,66,Front,,,,,,,,,,,Power,2022-10-27 17:03,2022-10-27 17:03,False,False,False,False,,None,None,False
R7-PB-C02-BB2-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3894,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,,,Power,2022-12-13 13:52,2022-12-13 13:52,False,False,False,False,,None,None,False
R4-PA-C06-BA2-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3403,,,,,Holyoke,100 Bigelow Street,15,Front,,,,,,,,,,,Power,2022-10-27 17:17,2022-10-31 18:13,False,False,False,False,,None,None,False
R4-PA-C04-BA2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3399,,,,,Holyoke,100 Bigelow Street,11,Front,,,,,,,,,,,Power,2022-10-27 17:14,2022-10-31 18:16,False,False,False,False,,None,None,False
R7-PC-C07-BA1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3949,,,,,Holyoke,100 Bigelow Street,23,Front,,,,,,,,,,,Power,2022-12-14 14:20,2022-12-14 14:20,False,False,False,False,,None,None,False
R1-PC-C17-BB1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3010,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2022-09-29 21:13,2022-09-29 21:17,False,False,False,False,,None,None,False
R1-PC-C18-BA2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3011,,,,,Holyoke,100 Bigelow Street,38,Front,,,,,,,,,,,,2022-09-29 21:14,2022-09-29 21:16,False,False,False,False,,None,None,False
R1-PC-C18-BB2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3012,,,,,Holyoke,100 Bigelow Street,39,Front,,,,,,,,,,,,2022-09-29 21:15,2022-09-29 21:15,False,False,False,False,,None,None,False
R1-PC-C17-BA1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3009,,,,,Holyoke,100 Bigelow Street,36,Front,,,,,,,,,,,,2022-09-29 21:13,2022-09-29 21:13,False,False,False,False,,None,None,False
R1-PC-C16-BB2-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3008,,,,,Holyoke,100 Bigelow Street,35,Front,,,,,,,,,,,,2022-09-29 21:12,2022-09-29 21:12,False,False,False,False,,None,None,False
R2-PA-C02-BB2-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3027,,,,,Holyoke,100 Bigelow Street,8,Front,,,,,,,,,,,,2022-09-29 21:30,2022-09-29 21:32,False,False,False,False,,None,None,False
R1-PC-C16-BA2-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3007,,,,,Holyoke,100 Bigelow Street,34,Front,,,,,,,,,,,,2022-09-29 21:12,2022-09-29 21:12,False,False,False,False,,None,None,False
R1-PC-C15-BB1-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3006,,,,,Holyoke,100 Bigelow Street,33,Front,,,,,,,,,,,,2022-09-29 21:01,2022-09-29 21:10,False,False,False,False,,None,None,False
R1-PC-C15-BA1-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3005,,,,,Holyoke,100 Bigelow Street,32,Front,,,,,,,,,,,,2022-09-29 21:00,2022-09-29 21:09,False,False,False,False,,None,None,False
R1-PC-C14-BB2-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3004,,,,,Holyoke,100 Bigelow Street,31,Front,,,,,,,,,,,,2022-09-29 20:59,2022-09-29 21:09,False,False,False,False,,None,None,False
R1-PC-C13-BB1-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3002,,,,,Holyoke,100 Bigelow Street,29,Front,,,,,,,,,,,,2022-09-29 20:58,2022-09-29 21:08,False,False,False,False,,None,None,False
R1-PC-C14-BA2-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3003,,,,,Holyoke,100 Bigelow Street,30,Front,,,,,,,,,,,,2022-09-29 20:59,2022-09-29 21:07,False,False,False,False,,None,None,False
R1-PC-C13-BA1-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3001,,,,,Holyoke,100 Bigelow Street,28,Front,,,,,,,,,,,,2022-09-29 20:57,2022-09-29 20:57,False,False,False,False,,None,None,False
R1-PC-C12-BB2-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3000,,,,,Holyoke,100 Bigelow Street,27,Front,,,,,,,,,,,,2022-09-29 20:56,2022-09-29 20:56,False,False,False,False,,None,None,False
R1-PC-C12-BA2-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2999,,,,,Holyoke,100 Bigelow Street,26,Front,,,,,,,,,,,,2022-09-29 20:55,2022-09-29 20:55,False,False,False,False,,None,None,False
R2-PA-C03-BB1-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3029,,,,,Holyoke,100 Bigelow Street,10,Front,,,,,,,,,,,,2022-09-29 21:36,2022-09-29 21:36,False,False,False,False,,None,None,False
R1-PC-C11-BA1-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2998,,,,,Holyoke,100 Bigelow Street,25,Front,,,,,,,,,,,,2022-09-29 20:55,2022-09-29 20:55,False,False,False,False,,None,None,False
R1-PC-C10-BB2-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2997,,,,,Holyoke,100 Bigelow Street,24,Front,,,,,,,,,,,,2022-09-29 20:53,2022-09-29 20:53,False,False,False,False,,None,None,False
R1-PC-C10-BA2-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2996,,,,,Holyoke,100 Bigelow Street,23,Front,,,,,,,,,,,,2022-09-29 20:52,2022-09-29 20:52,False,False,False,False,,None,None,False
R1-PC-C09-BB1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2995,,,,,Holyoke,100 Bigelow Street,22,Front,,,,,,,,,,,,2022-09-29 20:51,2022-09-29 20:51,False,False,False,False,,None,None,False
R1-PC-C09-BA1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2994,,,,,Holyoke,100 Bigelow Street,21,Front,,,,,,,,,,,,2022-09-29 20:50,2022-09-29 20:50,False,False,False,False,,None,None,False
R1-PC-C08-BB2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2993,,,,,Holyoke,100 Bigelow Street,20,Front,,,,,,,,,,,,2022-09-29 20:49,2022-09-29 20:49,False,False,False,False,,None,None,False
R1-PC-C08-BA2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2992,,,,,Holyoke,100 Bigelow Street,19,Front,,,,,,,,,,,,2022-09-29 20:49,2022-09-29 20:49,False,False,False,False,,None,None,False
R1-PC-C07-BB1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,2991,,,,,Holyoke,100 Bigelow Street,18,Front,,,,,,,,,,,,2022-09-29 20:48,2022-09-29 20:48,False,False,False,False,,None,None,False
2020-2,Active,MGHPCC,Main Building,Ceiling (Computer Room),Ceiling,Copper Plant,Systimax,1 Port Copper Data Jack,,1001,,,,,Holyoke,100 Bigelow Street,26,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:34,False,False,False,False,,None,None,False
17-COMP AREA,Active,MGHPCC,Main Building,Ceiling (Computer Room),Ceiling,Camera,Axis,P3344,10.4.1.117/24,1615,,,,,Holyoke,100 Bigelow Street,44,Front,,10.4.1.117/24,,,,,,,,,,2022-06-21 00:00,2022-06-21 15:51,False,False,False,False,,None,None,False
2150-1,Active,MGHPCC,Main Building,Ceiling (Computer Room),Ceiling,Copper Plant,Systimax,1 Port Copper Data Jack,,757,,,,,Holyoke,100 Bigelow Street,22,Front,,,,,,,,,,,,2021-12-16 00:00,2021-12-28 20:37,False,False,False,False,,None,None,False
R1-PA-C06-BA2-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R1-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,2886,,,,,Holyoke,100 Bigelow Street,19,Front,,,,,,,,,,,,2022-09-29 17:54,2022-09-29 17:54,False,False,False,False,,None,None,False
R4-PB-C07-BA1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3457,,,,,Holyoke,100 Bigelow Street,17,Front,,,,,,,,,,,Power,2022-11-01 13:37,2022-11-01 13:37,False,False,False,False,,None,None,False
R4-PB-C07-BB1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3458,,,,,Holyoke,100 Bigelow Street,18,Front,,,,,,,,,,,Power,2022-11-01 13:37,2022-11-01 13:37,False,False,False,False,,None,None,False
R4-PA-C17-BA1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3426,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,Power,2022-10-28 10:21,2022-10-31 17:11,False,False,False,False,,None,None,False
R4-PA-C23-BB1-deviceID13,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3441,,,,,Holyoke,100 Bigelow Street,52,Front,,,,,,,,,,,Power,2022-10-31 16:38,2022-10-31 16:46,False,False,False,False,,None,None,False
R7-PB-C08-BA2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3905,,,,,Holyoke,100 Bigelow Street,19,Front,,,,,,,,,,,Power,2022-12-13 14:02,2022-12-13 14:02,False,False,False,False,,None,None,False
R3-PC-C08-BA2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3319,,,,,Holyoke,100 Bigelow Street,21,Front,,,,,,,,,,,Power,2022-10-13 16:10,2022-10-13 16:10,False,False,False,False,,None,None,False
R3-PC-C22-BA2-deviceID16,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3382,,,,,Holyoke,100 Bigelow Street,62,Front,,,,,,,,,,,Power,2022-10-27 15:34,2022-10-27 15:34,False,False,False,False,,None,None,False
R5-PA-C04-BA2-deviceID14,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3716,,,J31613-08054,,Holyoke,100 Bigelow Street,13,Front,,,,,,,,,,,Power,2022-11-30 12:17,2023-05-09 12:32,False,False,False,False,,None,None,False
R5-PC-C04-BB2-deviceID14,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3842,,,,,Holyoke,100 Bigelow Street,14,Front,,,,,,,,,,,Power,2022-12-08 14:52,2022-12-08 14:52,False,False,False,False,,None,None,False
R3-PC-C20-BB2-deviceID15,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3354,,,,,Holyoke,100 Bigelow Street,56,Front,,,,,,,,,,,Power,2022-10-13 16:36,2022-10-13 16:36,False,False,False,False,,None,None,False
R3-PB-C09-BB1-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3280,,,,,Holyoke,100 Bigelow Street,22,Front,,,,,,,,,,,Power,2022-10-13 14:00,2022-10-13 14:00,False,False,False,False,,None,None,False
R3-PA-C14-BB2-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3238,,,,,Holyoke,100 Bigelow Street,38,Front,,,,,,,,,,,,2022-10-07 16:01,2022-10-07 16:01,False,False,False,False,,None,None,False
R2-PC-C11-BA1-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3165,,,,,Holyoke,100 Bigelow Street,25,Front,,,,,,,,,,,Power,2022-10-04 16:21,2022-10-04 16:21,False,False,False,False,,None,None,False
R2-PC-C11-BB1-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3166,,,,,Holyoke,100 Bigelow Street,26,Front,,,,,,,,,,,Power,2022-10-04 16:22,2022-10-04 16:22,False,False,False,False,,None,None,False
R2-PC-C12-BA2-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3167,,,,,Holyoke,100 Bigelow Street,27,Front,,,,,,,,,,,Power,2022-10-04 16:23,2022-10-04 16:24,False,False,False,False,,None,None,False
R2-PC-C12-BB2-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3168,,,,,Holyoke,100 Bigelow Street,28,Front,,,,,,,,,,,Power,2022-10-04 16:24,2022-10-04 16:24,False,False,False,False,,None,None,False
R2-PC-C13-BA1-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3169,,,,,Holyoke,100 Bigelow Street,29,Front,,,,,,,,,,,Power,2022-10-05 11:52,2022-10-05 11:52,False,False,False,False,,None,None,False
R2-PC-C13-BB1-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3170,,,,,Holyoke,100 Bigelow Street,30,Front,,,,,,,,,,,Power,2022-10-05 11:53,2022-10-05 11:53,False,False,False,False,,None,None,False
R2-PC-C14-BA2-deviceID7,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3171,,,,,Holyoke,100 Bigelow Street,31,Front,,,,,,,,,,,Power,2022-10-05 11:55,2022-10-05 11:55,False,False,False,False,,None,None,False
R2-PC-C20-BA2-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3189,,,,,Holyoke,100 Bigelow Street,49,Front,,,,,,,,,,,Power,2022-10-05 12:06,2022-10-05 12:06,False,False,False,False,,None,None,False
R8-PC-C22-BA2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R8-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,4054,,,,,Holyoke,100 Bigelow Street,49,Front,,,,,,,,,,,Power,2022-12-22 15:14,2023-01-05 15:09,False,False,False,False,,None,None,False
R9-PC-C12-BB2-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R9-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,4084,,,,,Holyoke,100 Bigelow Street,28,Front,,,,,,,,,,,Power,2022-12-22 16:39,2022-12-22 16:39,False,False,False,False,,None,None,False
R8-PC-C08-BA2-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R8-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,4023,,,,,Holyoke,100 Bigelow Street,19,Front,,,,,,,,,,,Power,2022-12-22 14:42,2022-12-22 14:42,False,False,False,False,,None,None,False
R7-PC-C09-BA1-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3955,,,,,Holyoke,100 Bigelow Street,29,Front,,,,,,,,,,,Power,2022-12-14 14:23,2022-12-14 14:23,False,False,False,False,,None,None,False
R7-PC-C01-BB1-deviceID13,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3932,,,,,Holyoke,100 Bigelow Street,6,Front,,,,,,,,,,,Power,2022-12-14 14:10,2022-12-14 14:10,False,False,False,False,,None,None,False
18-COMP AREA,Active,MGHPCC,Main Building,Ceiling (Computer Room),Ceiling,Camera,Axis,P3344,10.4.1.118/24,1616,,,,,Holyoke,100 Bigelow Street,45,Front,,10.4.1.118/24,,,,,,,,,,2022-06-21 00:00,2022-06-21 16:48,False,False,False,False,,None,None,False
R7-PC-C01-BA1-deviceID13,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3931,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,Power,2022-12-14 14:09,2022-12-14 14:09,False,False,False,False,,None,None,False
R7-PB-C07-BB1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3904,,,,,Holyoke,100 Bigelow Street,18,Front,,,,,,,,,,,Power,2022-12-13 14:01,2022-12-13 14:01,False,False,False,False,,None,None,False
R5-PC-C04-BA2-deviceID14,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3841,,,,,Holyoke,100 Bigelow Street,13,Front,,,,,,,,,,,Power,2022-12-08 14:51,2022-12-08 14:51,False,False,False,False,,None,None,False
R4-PA-C09-BA1-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3410,,,,,Holyoke,100 Bigelow Street,21,Front,,,,,,,,,,,Power,2022-10-28 10:10,2022-10-31 17:26,False,False,False,False,,None,None,False
R4-PA-C16-BB2-deviceID9,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3425,,,,,Holyoke,100 Bigelow Street,36,Front,,,,,,,,,,,Power,2022-10-28 10:20,2022-10-31 17:12,False,False,False,False,,None,None,False
R4-PA-C23-BA1-deviceID13,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3440,,,,,Holyoke,100 Bigelow Street,51,Front,,,,,,,,,,,Power,2022-10-31 16:37,2022-10-31 16:47,False,False,False,False,,None,None,False
R3-PC-C07-BB1-deviceID10,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3318,,,,,Holyoke,100 Bigelow Street,20,Front,,,,,,,,,,,Power,2022-10-13 16:09,2022-10-13 16:09,False,False,False,False,,None,None,False
R3-PC-C20-BB2-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3353,,,,,Holyoke,100 Bigelow Street,55,Front,,,,,,,,,,,Power,2022-10-13 16:34,2022-10-13 16:34,False,False,False,False,,None,None,False
R3-PC-C22-BA2-deviceID3,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3381,,,,,Holyoke,100 Bigelow Street,61,Front,,,,,,,,,,,Power,2022-10-27 15:33,2022-10-27 15:33,False,False,False,False,,None,None,False
R3-PB-C09-BA1-deviceID6,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3279,,,,,Holyoke,100 Bigelow Street,21,Front,,,,,,,,,,,Power,2022-10-13 13:59,2022-10-13 13:59,False,False,False,False,,None,None,False
R3-PA-C14-BA2-deviceID8,Active,MGHPCC,Main Building,Ceiling (Computer Room),R3-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3237,,,,,Holyoke,100 Bigelow Street,37,Front,,,,,,,,,,,,2022-10-07 16:01,2022-10-07 16:01,False,False,False,False,,None,None,False
R7-PB-C07-BA1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R7-PB-Power,Busplug,Starline,Busplug 30amp Single Feed,,3903,,,,,Holyoke,100 Bigelow Street,17,Front,,,,,,,,,,,Power,2022-12-13 14:00,2022-12-13 14:00,False,False,False,False,,None,None,False
R5-PC-C04-BB2-deviceID12,Active,MGHPCC,Main Building,Ceiling (Computer Room),R5-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3840,,,,,Holyoke,100 Bigelow Street,12,Front,,,,,,,,,,,Power,2022-12-08 14:51,2022-12-08 14:51,False,False,False,False,,None,None,False
R2-PC-C17-BB1-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3182,,,,,Holyoke,100 Bigelow Street,42,Front,,,,,,,,,,,Power,2022-10-05 12:01,2022-10-05 12:01,False,False,False,False,,None,None,False
R2-PC-C18-BA2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3183,,,,,Holyoke,100 Bigelow Street,43,Front,,,,,,,,,,,Power,2022-10-05 12:02,2022-10-05 12:02,False,False,False,False,,None,None,False
R2-PC-C18-BA2-deviceID16,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3184,,,,,Holyoke,100 Bigelow Street,44,Front,,,,,,,,,,,Power,2022-10-05 12:03,2022-10-05 12:03,False,False,False,False,,None,None,False
R2-PC-C18-BB2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3185,,,,,Holyoke,100 Bigelow Street,45,Front,,,,,,,,,,,Power,2022-10-05 12:03,2022-10-05 12:03,False,False,False,False,,None,None,False
R2-PC-C18-BB2-deviceID16,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3186,,,,,Holyoke,100 Bigelow Street,46,Front,,,,,,,,,,,Power,2022-10-05 12:03,2022-10-05 12:03,False,False,False,False,,None,None,False
R2-PC-C19-BA1-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3187,,,,,Holyoke,100 Bigelow Street,47,Front,,,,,,,,,,,Power,2022-10-05 12:04,2022-10-05 12:04,False,False,False,False,,None,None,False
R2-PC-C19-BB1-deviceID4,Active,MGHPCC,Main Building,Ceiling (Computer Room),R2-PC-Power,Busplug,Starline,Busplug 30amp Single Feed,,3188,,,,,Holyoke,100 Bigelow Street,48,Front,,,,,,,,,,,Power,2022-10-05 12:05,2022-10-05 12:05,False,False,False,False,,None,None,False
R4-PA-C01-BA1-deviceID2,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3394,,,,,Holyoke,100 Bigelow Street,5,Front,,,,,,,,,,,Power,2022-10-27 17:09,2022-10-27 17:09,False,False,False,False,,None,None,False
R4-PA-C08-BB2-deviceID5,Active,MGHPCC,Main Building,Ceiling (Computer Room),R4-PA-Power,Busplug,Starline,Busplug 30amp Single Feed,,3409,,,,,Holyoke,100 Bigelow Street,20,Front,,,,,,,,,,,Power,2022-10-28 10:09,2022-10-31 17:26,False,False,False,False,,None,None,False
